ptr_table_hex,ptr_table_dec,index,length,pc,lorom,pc_dec
0x1B0000,1769472,171,40,0x1B33B6,0x36B3B6,1782710
0x1B0000,1769472,172,43,0x1B33DE,0x36B3DE,1782750
0x1B0000,1769472,173,23,0x1B3409,0x36B409,1782793
0x1B0000,1769472,174,93,0x1B3420,0x36B420,1782816
0x1B0000,1769472,175,25,0x1B347D,0x36B47D,1782909
0x1B0000,1769472,176,18,0x1B3496,0x36B496,1782934
0x1B0000,1769472,177,13,0x1B34A8,0x36B4A8,1782952
0x1B0000,1769472,178,16,0x1B34B5,0x36B4B5,1782965
0x1B0000,1769472,179,54,0x1B34C5,0x36B4C5,1782981
0x1B0000,1769472,180,50,0x1B34FB,0x36B4FB,1783035
0x1B0000,1769472,181,22,0x1B352D,0x36B52D,1783085
0x1B0000,1769472,182,38,0x1B3543,0x36B543,1783107
0x1B0000,1769472,183,12,0x1B3569,0x36B569,1783145
0x1B0000,1769472,184,18,0x1B3575,0x36B575,1783157
0x1B0000,1769472,185,66,0x1B3587,0x36B587,1783175
0x1B0000,1769472,186,19,0x1B35C9,0x36B5C9,1783241
0x1B0000,1769472,187,1,0x1B35DC,0x36B5DC,1783260
0x1B0000,1769472,188,1,0x1B35DD,0x36B5DD,1783261
0x1B0000,1769472,189,1,0x1B35DE,0x36B5DE,1783262
0x1B0000,1769472,190,19,0x1B35DF,0x36B5DF,1783263
0x1B0000,1769472,191,38,0x1B35F2,0x36B5F2,1783282
0x1B0000,1769472,192,14,0x1B3618,0x36B618,1783320
0x1B0000,1769472,193,22,0x1B3626,0x36B626,1783334
0x1B0000,1769472,194,59,0x1B363C,0x36B63C,1783356
0x1B0000,1769472,195,58,0x1B3677,0x36B677,1783415
0x1B0000,1769472,196,13,0x1B36B1,0x36B6B1,1783473
0x1B0000,1769472,197,52,0x1B36BE,0x36B6BE,1783486
0x1B0000,1769472,198,28,0x1B36F2,0x36B6F2,1783538
0x1B0000,1769472,199,51,0x1B370E,0x36B70E,1783566
0x1B0000,1769472,200,22,0x1B3741,0x36B741,1783617
0x1B0000,1769472,201,37,0x1B3757,0x36B757,1783639
0x1B0000,1769472,202,39,0x1B377C,0x36B77C,1783676
0x1B0000,1769472,203,85,0x1B37A3,0x36B7A3,1783715
0x1B0000,1769472,204,44,0x1B37F8,0x36B7F8,1783800
0x1B0000,1769472,205,32,0x1B3824,0x36B824,1783844
0x1B0000,1769472,206,57,0x1B3844,0x36B844,1783876
0x1B0000,1769472,207,26,0x1B387D,0x36B87D,1783933
0x1B0000,1769472,208,25,0x1B3897,0x36B897,1783959
0x1B0000,1769472,209,25,0x1B38B0,0x36B8B0,1783984
0x1B0000,1769472,210,34,0x1B38C9,0x36B8C9,1784009
0x1B0000,1769472,211,1,0x1B38EB,0x36B8EB,1784043
0x1B0000,1769472,212,1,0x1B38EC,0x36B8EC,1784044
0x1B0000,1769472,213,27,0x1B38ED,0x36B8ED,1784045
0x1B0000,1769472,214,44,0x1B3908,0x36B908,1784072
0x1B0000,1769472,215,50,0x1B3934,0x36B934,1784116
0x1B0000,1769472,216,9,0x1B3966,0x36B966,1784166
0x1B0000,1769472,217,11,0x1B396F,0x36B96F,1784175
0x1B0000,1769472,218,49,0x1B397A,0x36B97A,1784186
0x1B0000,1769472,219,64,0x1B39AB,0x36B9AB,1784235
0x1B0000,1769472,220,35,0x1B39EB,0x36B9EB,1784299
0x1B0000,1769472,221,30,0x1B3A0E,0x36BA0E,1784334
0x1B0000,1769472,222,21,0x1B3A2C,0x36BA2C,1784364
0x1B0000,1769472,223,23,0x1B3A41,0x36BA41,1784385
0x1B0000,1769472,224,25,0x1B3A58,0x36BA58,1784408
0x1B0000,1769472,225,17,0x1B1D76,0x369D76,1777014
0x1B0000,1769472,226,1,0x1B3A71,0x36BA71,1784433
0x1B0000,1769472,227,1,0x1B3A72,0x36BA72,1784434
0x1B0000,1769472,228,1,0x1B3A73,0x36BA73,1784435
0x1B0000,1769472,229,1,0x1B3A74,0x36BA74,1784436
0x1B0000,1769472,230,1,0x1B3A75,0x36BA75,1784437
0x1B0000,1769472,231,1,0x1B3A76,0x36BA76,1784438
0x1B0000,1769472,232,1,0x1B3A77,0x36BA77,1784439
0x1B0000,1769472,233,1,0x1B3A78,0x36BA78,1784440
0x1B0000,1769472,234,1,0x1B3A79,0x36BA79,1784441
0x1B0000,1769472,235,1,0x1B3A7A,0x36BA7A,1784442
0x1B0000,1769472,236,1,0x1B3A7B,0x36BA7B,1784443
0x1B0000,1769472,237,1,0x1B3A7C,0x36BA7C,1784444
0x1B0000,1769472,238,1,0x1B3A7D,0x36BA7D,1784445
0x1B0000,1769472,239,1,0x1B3A7E,0x36BA7E,1784446
0x1B0000,1769472,240,1,0x1B3A7F,0x36BA7F,1784447
0x1B0000,1769472,241,1,0x1B3A80,0x36BA80,1784448
0x1B0000,1769472,242,1,0x1B3A81,0x36BA81,1784449
0x1B0000,1769472,243,1,0x1B3A82,0x36BA82,1784450
0x1B0000,1769472,244,1,0x1B3A83,0x36BA83,1784451
0x1B0000,1769472,245,1,0x1B3A84,0x36BA84,1784452
0x1B0000,1769472,246,1,0x1B3A85,0x36BA85,1784453
0x1B0000,1769472,247,1,0x1B3A86,0x36BA86,1784454
0x1B0000,1769472,248,1,0x1B3A87,0x36BA87,1784455
0x1B0000,1769472,249,1,0x1B3A88,0x36BA88,1784456
0x1B0000,1769472,250,1,0x1B3A89,0x36BA89,1784457
0x1B0000,1769472,251,1,0x1B3A8A,0x36BA8A,1784458
0x1B0000,1769472,252,1,0x1B3A8B,0x36BA8B,1784459
0x1B0000,1769472,253,1,0x1B3A8C,0x36BA8C,1784460
0x1B0000,1769472,254,1,0x1B3A8D,0x36BA8D,1784461
0x1B0000,1769472,255,1,0x1B3A8E,0x36BA8E,1784462
0x1B0000,1769472,256,31,0x1B3A8F,0x36BA8F,1784463
0x1B0000,1769472,257,79,0x1B3AAE,0x36BAAE,1784494
0x1B0000,1769472,258,22,0x1B3AFD,0x36BAFD,1784573
0x1B0000,1769472,259,76,0x1B3B13,0x36BB13,1784595
0x1B0000,1769472,260,76,0x1B3B5F,0x36BB5F,1784671
0x1B0000,1769472,261,25,0x1B3BAB,0x36BBAB,1784747
0x1B0000,1769472,262,18,0x1B3BC4,0x36BBC4,1784772
0x1B0000,1769472,263,42,0x1B3BD6,0x36BBD6,1784790
0x1B0000,1769472,264,96,0x1B3C00,0x36BC00,1784832
0x1B0000,1769472,265,16,0x1B3C60,0x36BC60,1784928
0x1B0000,1769472,266,77,0x1B3C70,0x36BC70,1784944
0x1B0000,1769472,267,22,0x1B3CBD,0x36BCBD,1785021
0x1B0000,1769472,268,22,0x1B3CD3,0x36BCD3,1785043
0x1B0000,1769472,269,27,0x1B3CE9,0x36BCE9,1785065
0x1B0000,1769472,270,38,0x1B3D04,0x36BD04,1785092
0x1B0000,1769472,271,76,0x1B3D2A,0x36BD2A,1785130
0x1B0000,1769472,272,13,0x1B3D76,0x36BD76,1785206
0x1B0000,1769472,273,75,0x1B3D83,0x36BD83,1785219
0x1B0000,1769472,274,59,0x1B3DCE,0x36BDCE,1785294
0x1B0000,1769472,275,24,0x1B3E09,0x36BE09,1785353
0x1B0000,1769472,276,63,0x1B3E21,0x36BE21,1785377
0x1B0000,1769472,277,27,0x1B3E60,0x36BE60,1785440
0x1B0000,1769472,278,11,0x1B3E7B,0x36BE7B,1785467
0x1B0000,1769472,279,13,0x1B3E86,0x36BE86,1785478
0x1B0000,1769472,280,13,0x1B3E93,0x36BE93,1785491
0x1B0000,1769472,281,106,0x1B3EA0,0x36BEA0,1785504
0x1B0000,1769472,282,22,0x1B3F0A,0x36BF0A,1785610
0x1B0000,1769472,283,16,0x1B3F20,0x36BF20,1785632
0x1B0000,1769472,284,19,0x1B3F30,0x36BF30,1785648
0x1B0000,1769472,285,12,0x1B3F43,0x36BF43,1785667
0x1B0000,1769472,286,26,0x1B3F4F,0x36BF4F,1785679
0x1B0000,1769472,287,21,0x1B3F69,0x36BF69,1785705
0x1B0000,1769472,288,142,0x1B3F7E,0x36BF7E,1785726
0x1B0000,1769472,289,148,0x1B400C,0x36C00C,1785868
0x1B0000,1769472,290,27,0x1B40A0,0x36C0A0,1786016
0x1B0000,1769472,291,29,0x1B40BB,0x36C0BB,1786043
0x1B0000,1769472,292,42,0x1B40D8,0x36C0D8,1786072
0x1B0000,1769472,293,12,0x1B4102,0x36C102,1786114
