ptr_table_hex,ptr_table_dec,index,length,pc,lorom,pc_dec
0x1B8300,1803008,0,1,0x1BBD7B,0x37BD7B,1817979
0x1B8300,1803008,1,1,0x1BBD7C,0x37BD7C,1817980
0x1B8300,1803008,2,1,0x1BBD7D,0x37BD7D,1817981
0x1B8300,1803008,3,1,0x1BBD7E,0x37BD7E,1817982
0x1B8300,1803008,4,58,0x1BBD7F,0x37BD7F,1817983
0x1B8300,1803008,5,1,0x1BBDB9,0x37BDB9,1818041
0x1B8300,1803008,6,28,0x1BBDBA,0x37BDBA,1818042
0x1B8300,1803008,7,85,0x1BBDD6,0x37BDD6,1818070
0x1B8300,1803008,8,40,0x1BBE2B,0x37BE2B,1818155
0x1B8300,1803008,9,44,0x1BBE53,0x37BE53,1818195
0x1B8300,1803008,10,42,0x1BBE7F,0x37BE7F,1818239
0x1B8300,1803008,11,33,0x1BBEA9,0x37BEA9,1818281
0x1B8300,1803008,12,72,0x1BBECA,0x37BECA,1818314
0x1B8300,1803008,13,47,0x1BBF12,0x37BF12,1818386
0x1B8300,1803008,14,10,0x1BBF41,0x37BF41,1818433
0x1B8300,1803008,15,42,0x1BBF4B,0x37BF4B,1818443
0x1B8300,1803008,16,31,0x1BBF75,0x37BF75,1818485
0x1B8300,1803008,17,44,0x1BBF94,0x37BF94,1818516
0x1B8300,1803008,18,23,0x1BBFC0,0x37BFC0,1818560
0x1B8300,1803008,19,49,0x1BBFD7,0x37BFD7,1818583
0x1B8300,1803008,20,30,0x1BC008,0x37C008,1818632
0x1B8300,1803008,21,78,0x1BC026,0x37C026,1818662
0x1B8300,1803008,22,17,0x1BC074,0x37C074,1818740
0x1B8300,1803008,23,27,0x1BC085,0x37C085,1818757
0x1B8300,1803008,24,22,0x1BC0A0,0x37C0A0,1818784
0x1B8300,1803008,25,12,0x1BC0B6,0x37C0B6,1818806
0x1B8300,1803008,26,13,0x1BC0C2,0x37C0C2,1818818
0x1B8300,1803008,27,9,0x1BC0CF,0x37C0CF,1818831
0x1B8300,1803008,28,46,0x1BC0D8,0x37C0D8,1818840
0x1B8300,1803008,29,13,0x1BC106,0x37C106,1818886
0x1B8300,1803008,30,54,0x1BC113,0x37C113,1818899
0x1B8300,1803008,31,11,0x1BC149,0x37C149,1818953
0x1B8300,1803008,32,1,0x1BC154,0x37C154,1818964
0x1B8300,1803008,33,1,0x1BC155,0x37C155,1818965
0x1B8300,1803008,34,1,0x1BC156,0x37C156,1818966
0x1B8300,1803008,35,1,0x1BC157,0x37C157,1818967
0x1B8300,1803008,36,1,0x1BC158,0x37C158,1818968
0x1B8300,1803008,37,1,0x1BC159,0x37C159,1818969
0x1B8300,1803008,38,1,0x1BC15A,0x37C15A,1818970
0x1B8300,1803008,39,1,0x1BC15B,0x37C15B,1818971
0x1B8300,1803008,40,1,0x1BC15C,0x37C15C,1818972
0x1B8300,1803008,41,1,0x1BC15D,0x37C15D,1818973
0x1B8300,1803008,42,1,0x1BC15E,0x37C15E,1818974
0x1B8300,1803008,43,1,0x1BC15F,0x37C15F,1818975
0x1B8300,1803008,44,1,0x1BC160,0x37C160,1818976
0x1B8300,1803008,45,1,0x1BC161,0x37C161,1818977
0x1B8300,1803008,46,1,0x1BC162,0x37C162,1818978
0x1B8300,1803008,47,1,0x1BC163,0x37C163,1818979
0x1B8300,1803008,48,1,0x1BC164,0x37C164,1818980
0x1B8300,1803008,49,1,0x1BC165,0x37C165,1818981
0x1B8300,1803008,50,1,0x1BC166,0x37C166,1818982
0x1B8300,1803008,51,1,0x1BC167,0x37C167,1818983
0x1B8300,1803008,52,1,0x1BC168,0x37C168,1818984
0x1B8300,1803008,53,1,0x1BC169,0x37C169,1818985
0x1B8300,1803008,54,1,0x1BC16A,0x37C16A,1818986
0x1B8300,1803008,55,1,0x1BC16B,0x37C16B,1818987
0x1B8300,1803008,56,1,0x1BC16C,0x37C16C,1818988
0x1B8300,1803008,57,1,0x1BC16D,0x37C16D,1818989
0x1B8300,1803008,58,1,0x1BC16E,0x37C16E,1818990
0x1B8300,1803008,59,1,0x1BC16F,0x37C16F,1818991
0x1B8300,1803008,60,1,0x1BC170,0x37C170,1818992
0x1B8300,1803008,61,1,0x1BC171,0x37C171,1818993
0x1B8300,1803008,62,1,0x1BC172,0x37C172,1818994
0x1B8300,1803008,63,1,0x1BC173,0x37C173,1818995
0x1B8300,1803008,64,1,0x1BC174,0x37C174,1818996
0x1B8300,1803008,65,1,0x1BC175,0x37C175,1818997
0x1B8300,1803008,66,1,0x1BC176,0x37C176,1818998
0x1B8300,1803008,67,1,0x1BC177,0x37C177,1818999
0x1B8300,1803008,68,1,0x1BC178,0x37C178,1819000
0x1B8300,1803008,69,1,0x1BC179,0x37C179,1819001
0x1B8300,1803008,70,1,0x1BC17A,0x37C17A,1819002
0x1B8300,1803008,71,1,0x1BC17B,0x37C17B,1819003
0x1B8300,1803008,72,1,0x1BC17C,0x37C17C,1819004
0x1B8300,1803008,73,1,0x1BC17D,0x37C17D,1819005
0x1B8300,1803008,74,1,0x1BC17E,0x37C17E,1819006
0x1B8300,1803008,75,1,0x1BC17F,0x37C17F,1819007
0x1B8300,1803008,76,1,0x1BC180,0x37C180,1819008
0x1B8300,1803008,77,1,0x1BC181,0x37C181,1819009
