ptr_table_hex,ptr_table_dec,index,length,pc,lorom,pc_dec
0x113A9B,1129115,83,365,0x1168E2,0x22E8E2,1140962
0x113A9B,1129115,84,20,0x116A4F,0x22EA4F,1141327
0x113A9B,1129115,85,17,0x116A63,0x22EA63,1141347
0x113A9B,1129115,86,29,0x116A74,0x22EA74,1141364
0x113A9B,1129115,87,16,0x116A91,0x22EA91,1141393
0x113A9B,1129115,88,13,0x116AA1,0x22EAA1,1141409
0x113A9B,1129115,89,16,0x116AAE,0x22EAAE,1141422
0x113A9B,1129115,90,17,0x116ABE,0x22EABE,1141438
0x113A9B,1129115,91,61,0x116ACF,0x22EACF,1141455
0x113A9B,1129115,92,187,0x116B0C,0x22EB0C,1141516
0x113A9B,1129115,93,23,0x116BC7,0x22EBC7,1141703
0x113A9B,1129115,94,24,0x116BDE,0x22EBDE,1141726
0x113A9B,1129115,95,239,0x116BF6,0x22EBF6,1141750
0x113A9B,1129115,96,11,0x116CE5,0x22ECE5,1141989
0x113A9B,1129115,97,12,0x116CF0,0x22ECF0,1142000
0x113A9B,1129115,98,83,0x116CFC,0x22ECFC,1142012
0x113A9B,1129115,99,6,0x116D4F,0x22ED4F,1142095
