ptr_table_hex,ptr_table_dec,index,length,pc,lorom,pc_dec
0x1B8000,1802240,0,10,0x1B83D0,0x3783D0,1803216
0x1B8000,1802240,1,12,0x1B83DA,0x3783DA,1803226
0x1B8000,1802240,2,20,0x1B83E6,0x3783E6,1803238
0x1B8000,1802240,3,13,0x1B83FA,0x3783FA,1803258
0x1B8000,1802240,4,43,0x1B8407,0x378407,1803271
0x1B8000,1802240,5,18,0x1B8432,0x378432,1803314
0x1B8000,1802240,6,93,0x1B8444,0x378444,1803332
0x1B8000,1802240,7,32,0x1B84A1,0x3784A1,1803425
0x1B8000,1802240,8,83,0x1B84C1,0x3784C1,1803457
0x1B8000,1802240,9,74,0x1B8514,0x378514,1803540
0x1B8000,1802240,10,1,0x1B855E,0x37855E,1803614
0x1B8000,1802240,11,1,0x1B855F,0x37855F,1803615
0x1B8000,1802240,12,96,0x1B8560,0x378560,1803616
0x1B8000,1802240,13,22,0x1B85C0,0x3785C0,1803712
0x1B8000,1802240,14,15,0x1B85D6,0x3785D6,1803734
0x1B8000,1802240,15,13,0x1B85E5,0x3785E5,1803749
0x1B8000,1802240,16,46,0x1B85F2,0x3785F2,1803762
0x1B8000,1802240,17,76,0x1B8620,0x378620,1803808
0x1B8000,1802240,18,13,0x1B866C,0x37866C,1803884
0x1B8000,1802240,19,46,0x1B8679,0x378679,1803897
0x1B8000,1802240,20,102,0x1B86A7,0x3786A7,1803943
0x1B8000,1802240,21,92,0x1B870D,0x37870D,1804045
0x1B8000,1802240,22,37,0x1B8769,0x378769,1804137
0x1B8000,1802240,23,41,0x1B878E,0x37878E,1804174
0x1B8000,1802240,24,47,0x1B87B7,0x3787B7,1804215
0x1B8000,1802240,25,43,0x1B87E6,0x3787E6,1804262
0x1B8000,1802240,26,1,0x1B8811,0x378811,1804305
0x1B8000,1802240,27,1,0x1B8812,0x378812,1804306
0x1B8000,1802240,28,1,0x1B8813,0x378813,1804307
0x1B8000,1802240,29,57,0x1B8814,0x378814,1804308
0x1B8000,1802240,30,66,0x1B884D,0x37884D,1804365
0x1B8000,1802240,31,95,0x1B888F,0x37888F,1804431
0x1B8000,1802240,32,23,0x1B88EE,0x3788EE,1804526
0x1B8000,1802240,33,46,0x1B8905,0x378905,1804549
0x1B8000,1802240,34,23,0x1B8933,0x378933,1804595
0x1B8000,1802240,35,11,0x1B894A,0x37894A,1804618
0x1B8000,1802240,36,22,0x1B8955,0x378955,1804629
0x1B8000,1802240,37,21,0x1B896B,0x37896B,1804651
0x1B8000,1802240,38,19,0x1B8980,0x378980,1804672
0x1B8000,1802240,39,27,0x1B8993,0x378993,1804691
0x1B8000,1802240,40,13,0x1B89AE,0x3789AE,1804718
0x1B8000,1802240,41,43,0x1B89BB,0x3789BB,1804731
0x1B8000,1802240,42,50,0x1B89E6,0x3789E6,1804774
0x1B8000,1802240,43,8,0x1B8A18,0x378A18,1804824
0x1B8000,1802240,44,48,0x1B8A20,0x378A20,1804832
0x1B8000,1802240,45,84,0x1B8A50,0x378A50,1804880
0x1B8000,1802240,46,55,0x1B8AA4,0x378AA4,1804964
0x1B8000,1802240,47,29,0x1B8ADB,0x378ADB,1805019
0x1B8000,1802240,48,55,0x1B8AF8,0x378AF8,1805048
0x1B8000,1802240,49,19,0x1B8B2F,0x378B2F,1805103
0x1B8000,1802240,50,46,0x1B8B42,0x378B42,1805122
0x1B8000,1802240,51,13,0x1B8B70,0x378B70,1805168
0x1B8000,1802240,52,92,0x1B8B7D,0x378B7D,1805181
0x1B8000,1802240,53,1,0x1B8BD9,0x378BD9,1805273
0x1B8000,1802240,54,12,0x1B8BDA,0x378BDA,1805274
0x1B8000,1802240,55,21,0x1B8BE6,0x378BE6,1805286
0x1B8000,1802240,56,29,0x1B8BFB,0x378BFB,1805307
0x1B8000,1802240,57,143,0x1B8C18,0x378C18,1805336
0x1B8000,1802240,58,8,0x1B8CA7,0x378CA7,1805479
0x1B8000,1802240,59,101,0x1B8CAF,0x378CAF,1805487
0x1B8000,1802240,60,167,0x1B8D14,0x378D14,1805588
0x1B8000,1802240,61,15,0x1B8DBB,0x378DBB,1805755
0x1B8000,1802240,62,104,0x1B8DCA,0x378DCA,1805770
0x1B8000,1802240,63,12,0x1B8E32,0x378E32,1805874
0x1B8000,1802240,64,98,0x1B8E3E,0x378E3E,1805886
0x1B8000,1802240,65,13,0x1B8EA0,0x378EA0,1805984
0x1B8000,1802240,66,89,0x1B8EAD,0x378EAD,1805997
0x1B8000,1802240,67,27,0x1B8F06,0x378F06,1806086
0x1B8000,1802240,68,106,0x1B8F21,0x378F21,1806113
0x1B8000,1802240,69,41,0x1B8F8B,0x378F8B,1806219
0x1B8000,1802240,70,10,0x1B8FB4,0x378FB4,1806260
0x1B8000,1802240,71,42,0x1B8FBE,0x378FBE,1806270
0x1B8000,1802240,72,5,0x1B8FE8,0x378FE8,1806312
0x1B8000,1802240,73,11,0x1B8FED,0x378FED,1806317
0x1B8000,1802240,74,43,0x1B8FF8,0x378FF8,1806328
0x1B8000,1802240,75,31,0x1B9023,0x379023,1806371
0x1B8000,1802240,76,36,0x1B9042,0x379042,1806402
0x1B8000,1802240,77,58,0x1B9066,0x379066,1806438
0x1B8000,1802240,78,1,0x1B90A0,0x3790A0,1806496
0x1B8000,1802240,79,48,0x1B90A1,0x3790A1,1806497
0x1B8000,1802240,80,33,0x1B90D1,0x3790D1,1806545
0x1B8000,1802240,81,18,0x1B90F2,0x3790F2,1806578
0x1B8000,1802240,82,21,0x1B9104,0x379104,1806596
0x1B8000,1802240,83,94,0x1B9119,0x379119,1806617
0x1B8000,1802240,84,28,0x1B9177,0x379177,1806711
0x1B8000,1802240,85,17,0x1B9193,0x379193,1806739
0x1B8000,1802240,86,61,0x1B91A4,0x3791A4,1806756
0x1B8000,1802240,87,17,0x1B91E1,0x3791E1,1806817
0x1B8000,1802240,88,38,0x1B91F2,0x3791F2,1806834
0x1B8000,1802240,89,28,0x1B9218,0x379218,1806872
0x1B8000,1802240,90,73,0x1B9234,0x379234,1806900
0x1B8000,1802240,91,43,0x1B927D,0x37927D,1806973
0x1B8000,1802240,92,24,0x1B92A8,0x3792A8,1807016
0x1B8000,1802240,93,62,0x1B92C0,0x3792C0,1807040
0x1B8000,1802240,94,108,0x1B92FE,0x3792FE,1807102
0x1B8000,1802240,95,94,0x1B936A,0x37936A,1807210
0x1B8000,1802240,96,1,0x1B93C8,0x3793C8,1807304
0x1B8000,1802240,97,1,0x1B93C9,0x3793C9,1807305
0x1B8000,1802240,98,11,0x1B93CA,0x3793CA,1807306
0x1B8000,1802240,99,11,0x1B93D5,0x3793D5,1807317
0x1B8000,1802240,100,18,0x1B93E0,0x3793E0,1807328
0x1B8000,1802240,101,13,0x1B93F2,0x3793F2,1807346
0x1B8000,1802240,102,49,0x1B93FF,0x3793FF,1807359
0x1B8000,1802240,103,45,0x1B9430,0x379430,1807408
0x1B8000,1802240,104,71,0x1B945D,0x37945D,1807453
0x1B8000,1802240,105,37,0x1B94A4,0x3794A4,1807524
0x1B8000,1802240,106,26,0x1B94C9,0x3794C9,1807561
